_id,que,choiceA,choiceB,choiceC,choiceD,choiceE,kind,type,source,answer,detail
10086,无髓神经纤维冲动的传导方式是,在轴膜上连续进行,在树突上连续进行,由一个郎飞结跳到相邻的郎飞结,在轴膜上跳跃和连续交替进行,空,组织胚胎学,单选,十门联考,A,无髓神经纤维因无髓鞘和郎飞结神经冲动只能沿轴膜连续传导，速度慢，而有髓神经纤维则呈跳跃式传导，速度快。
10087,关于骨单位的叙述，下列哪项是错误的,位于内、外环骨板间,圆筒状，由中央管和4-20层同心圆排列骨板构成,骨细胞位于各层骨板之间或骨板内,贯穿中轴的管道称穿通管,空,组织胚胎学,单选,十门联考,D,D 项错误之处为骨单位中贯穿中轴的管道称中央管而非穿通管，但其内 的血管、神经纤维、骨祖细胞来自于穿通管
10088,关于淋巴结的叙述，错误的是,成群位于静脉回流的通路上,输入淋巴管通入被膜下窦,输出淋巴管位于门部,淋巴小结主要为B淋巴细胞,空,组织胚胎学,单选,十门联考,A,A 项错误；D P126
10089,关于Ⅱ型肺泡细胞哪项错误,细胞呈立方或圆形,含板层小体,覆盖了肺泡约5%的表面积,可由Ⅰ型肺泡细胞分化而来,分泌表面活性物质,组织胚胎学,单选,十门联考,D,D 项错误，I 型肺泡上皮细胞无增殖能力，其在损伤后由 II 型肺泡细 胞增殖分化填充
10090,周围神经系统的成髓鞘细胞是,星形胶质细胞,少突胶质细胞,小胶质细胞,卫星细胞,施万细胞,组织胚胎学,单选,十门联考,E,周围神经系统的有髓神经纤维由施万细胞呈卷筒状分三层套在轴突外围，中间层行成髓鞘
10091,肌梭的主要功能是,感受肌纤维的伸缩变化,感受肌腱张力,感受骨骼肌的压觉,引发肌纤维的收缩,空,组织胚胎学,单选,十门联考,A,肌梭是分布在骨骼肌内的梭形结构，属本体感受器，感受肌纤维的伸 缩变化。D：引发肌纤维的收缩的是运动终板。
10092,中肠袢突入脐腔及退回腹腔的旋转方向与角度是（腹面观）,逆时针旋转90°,逆时针旋转180°,逆时针旋转270°,顺时针旋转270°,空,组织胚胎学,单选,十门联考,C,中肠袢突入脐腔以肠系膜上动脉为轴逆时针旋转 90°，而从脐腔返回 腹腔继续做逆时针 180°旋转
10093,胎盘不分泌,雌激素,孕激素,松弛素,人胎盘催乳素,空,组织胚胎学,单选,十门联考,C,胎盘内分泌功能分泌：人绒毛膜促性腺激素、人胎盘催乳素、孕激素 和雌激素
10094,面斜裂是由于,同侧的内、外侧鼻突未愈合,两侧上颌突未愈合,额鼻突和外侧鼻突未愈,同侧的上颌突与外侧鼻突未愈合,空,组织胚胎学,单选,十门联考,D,面斜裂位于眼内眦与口角之间，因上颌突与同侧外侧鼻突未融合所致
10095,由第1鳃弓演化形成的是,上唇外侧部,下唇,人中,腭大部,空,组织胚胎学,单选,十门联考,C,A 项上唇外侧部由上颌突演化而来，而第一鳃弓出现后迅速分为上颌突 与下颌突；B 项下唇由左右下颌突融合演化而来；C 项人中由鼻窝演化 而来；D 项腭大部由左右上颌突向原始口腔内长出一对扁平突起，为外 侧鄂突，演化为鄂的大部分。 题目应该改 为不是第一 鳃弓演化的。 原题答案是 A
10096,与平滑绒毛膜相接触的子宫内膜是,基蜕膜,包蜕膜,壁蜕膜,子宫内膜基底层,空,组织胚胎学,单选,十门联考,B,胚胎早期，整个绒毛膜表面的绒毛均匀分布。之后，由于包蜕膜侧的血供匮乏，绒毛膜逐渐退化、消失、形成表面无绒毛的平滑绒毛膜。 故答案选 B。
10097,称为弹性动脉的血管是,大动脉,中动脉,小动脉,微动脉,空,组织胚胎学,单选,十门联考,A,大动脉管壁中含有多层弹性模和大量弹性纤维，故又称为弹性动脉
10098,关于单核细胞的叙述，错误的是,体积最大的白细胞,细胞核染色质颗粒细而松散，着色浅,进入结缔组织分化为巨噬细胞,死亡后变为脓细胞,空,组织胚胎学,单选,十门联考,D,中性粒细胞在吞噬，处理了大量细菌后，自身也死亡，成为脓细胞。
10099,在卵泡中，颗粒层细胞是指,紧靠透明带的卵泡细胞,卵丘细胞,构成卵泡壁的卵泡细胞,卵泡膜细胞,空,组织胚胎学,单选,十门联考,C,分布在卵泡腔周围的卵泡细胞排列密集，称颗粒层，构成卵泡壁，卵 泡细胞改称颗粒细胞
10100,不属于肺呼吸部的是,细支气管,呼吸性细支气管,肺泡管,肺泡囊,空,组织胚胎学,单选,十门联考,A,从叶支气管到终末细支气管为肺的导气部，呼吸性支气管以下各段均 不同程度的出现肺泡，为肺的呼吸部，选项中只有细支气管在呼吸性 支气管以上
20001,特殊内脏运动核团,在躯体运动核团的内侧,上下延涎核属于此类核团,接受对侧皮质核束的纤维,发出纤维支配平滑肌,发出纤维支配由腮弓衍化来的骨骼肌,系统解剖学,单选,十门联考,E,A 在外侧 B 上下泌涎核属于一般内脏运动核 C 接受对侧或双侧皮质核 束支配 D 支配骨骼肌
20002,肾的被膜从外向内依次为,肾筋膜、脂肪囊、纤维囊,肾筋膜、纤维囊、脂肪囊,脂肪囊、纤维囊、肾筋膜,脂肪囊、肾筋膜、纤维囊,纤维囊、脂肪囊、肾筋膜,系统解剖学,单选,十门联考,A,从外向内为肾筋膜、脂肪囊、纤维囊（书上是从内向外）
20003,视网膜剥离发生于,双极细胞与节细胞之间,视网膜与脉络膜之间,脉络膜与巩膜之间,视网膜神经层与色素上皮层之间 ,视锥视杆细胞与双极细胞之间,系统解剖学,单选,十门联考,D,色素上皮层和神经层有潜在性间隙，是造成视网膜剥离的解剖学基础
20004,不属于躯体运动的神经核是,动眼神经核,滑车神经核,面神经核,展神经核,舌下神经核,系统解剖学,单选,十门联考,C,面神经核属于特殊内脏运动核
20005,位于脑桥内的脑神经核是,动眼神经核,面神经核,下泌涎核 ,孤束核,疑核,系统解剖学,单选,十门联考,B,脑桥内的脑神经核有 三叉、展、面、前庭，
20006,下列管道中，无明显狭窄者为,男性尿道,食管,输软管,输精管,输尿管,系统解剖学,单选,十门联考,D,A 男性尿道有 3 狭窄（内口、膜部、外口 163）B 食管有 3 处（起始处、 与左主支气管交叉、食管孔裂 109） C 输卵管峡部 165 E 输尿管 3 处 狭窄(上中下 154）
20007,腹股沟韧带,位于两侧髂前上棘之间,有腹内肌腱形成,为腹股沟管的后壁  ,由腹外斜肌腱膜形成,为腹股沟的前臂,系统解剖学,单选,十门联考,D,腹外斜肌肌腱膜下缘卷曲增厚，连与髂前上棘与耻骨联合之间，形成 腹股沟韧带
20008,一下肢受伤后长期使用拐杖的动作，三角肌区皮肤感觉障碍，问可能是什么神经受到了损伤,桡神经,正中神经,肌皮神经,腋神经,尺神经,系统解剖学,单选,十门联考,D,腋杖使用不当会使三角肌瘫痪，表现臂不能外展，肩部和臂外上部皮 肤感觉障碍。A：桡神经损伤后抬前臂时呈垂腕状，同时第一二掌骨间 背面皮肤感觉障碍明显，P350。B：正中神经损伤后出现旋前圆肌综合 征，P349。如果正中神经和尺神经同时损伤，则表现为猿掌。C：肌皮 神经的损伤则表现为屈肘无力以及前臂外侧皮肤感觉减弱，P347。E： 尺神经损伤后表现为爪形手，P350。
20009,下列为单轴关节的是,肩关节,桡尺近侧关节,髋关节,桡腕关节 ,拇指腕掌关节,系统解剖学,单选,十门联考,B,AC 为多轴球窝关节 D 双轴椭圆关节 E 双轴鞍状关节
20010,腓骨颈骨折时，容易损伤的神经是,坐骨神经,腓总神经,胫神经,腓浅神经 ,腓深神经,系统解剖学,单选,十门联考,B,腓骨颈骨折易损伤腓总神经
20011,有关心脏的正确说法是,心前面两心耳之间为主动脉根,右心房构成右心缘,居于胸腔正中,位于两侧肺之剑的前纵隔内,冠状沟将心分为左、右半,系统解剖学,单选,十门联考,B,A 主动脉根在两侧心房之间 CD 斜位于胸腔中纵隔 E 分为右上房和左 下室
20012,下列哪个器官既可以成为腹膜间位气管又可以成为腹膜外位器官，手术时可对这一特点加以利用,肝,胆囊,升结肠,降结肠,膀胱,系统解剖学,单选,十门联考,E,膀胱空虚时为腹膜外器官，充盈时为腹膜间器官
20013,肠系膜,是将结肠和回肠固定于腹膜后壁的双层腹膜结构,附着于腹后壁的部分称为肠系膜,肠系膜根起第一腰椎左侧,肠系膜根长约5CM,肠系膜整体平整，呈扇形,系统解剖学,单选,十门联考,B,A 空肠回肠 C 第 2 腰椎左侧 D 长 15cm E 不平整
20014,视神经是哪种细胞突起形成的,视锥细胞,视杆细胞,双极细胞,节细胞,色素上皮细胞,系统解剖学,单选,十门联考,D,节细胞轴突向视神经盘处汇集，穿脉络膜和巩膜后构成视神经
20015,下列关于空、回肠的说法中，错误的是,借小肠系膜固定于腹后壁,空肠占空、回肠全长的3/5,回肠大部分位于脐区、右腹股沟区和盆腔区,空肠有孤立淋巴滤泡,回肠有孤立淋巴滤泡,系统解剖学,单选,十门联考,B,空肠占 2/5
20016,头静脉,起于手背静脉网尺侧,是头部的重要浅静脉,沿肱二头肌内侧上行,注入肱静脉,收纳手、前臂桡侧浅层结构的静脉血,系统解剖学,单选,十门联考,E,A 桡侧 B 属上肢静脉 C 沿肱二头肌外侧上行 D 注入腋静脉、锁骨下静 脉
20017,下列管道中，无明显狭窄的是,男性尿道,食管,输卵管,输精管,输尿管,系统解剖学,单选,十门联考,D,A 男性尿道有 3 狭窄（内口、膜部、外口 163）B 食管有 3 处（起始处、 与左主支气管交叉、食管孔裂 109） C 输卵管峡部 165 E 输尿管 3 处 狭窄(上中下 154）
20018,光照患者左眼，左眼瞳孔缩小，右眼瞳孔不缩小，病灶在,右视神经,左顶盖前区,右动眼神经,右顶盖前区,右视束,系统解剖学,单选,十门联考,C,动眼神经损伤 1.眼肌麻痹 2.复视 3.瞳孔大小及瞳孔反射改变
20019,下列结构都属于膜迷路的是,椭圆囊、球囊、耳蜗,前庭、骨半规管、耳蜗,前庭、膜半规管、耳蜗,前庭、膜半规管、蜗管,椭圆囊、膜半规管、蜗管,系统解剖学,单选,十门联考,E,骨迷路（前庭、骨半规管、耳蜗），膜迷路（椭圆囊和球囊、膜半规 管、蜗管）
20020,脑膜中动脉发自,颈内动脉,颈外动脉,上颌动脉,下颌动脉,颞浅动脉,系统解剖学,单选,十门联考,C,上颌动脉分布于硬脑膜者称脑膜中动脉
20021,支配泪腺的副交感神经节前纤维来自,迷走神经,舌咽神经,三叉神经,动眼神经,面神经,系统解剖学,单选,十门联考,E,一般内脏运动纤维起自上泌延核，分布于泪腺，舌下腺，下颌下腺， 鼻腔口腔内膜腺体
20022,房室交点是,前后室间沟的交点,前室间沟和冠状沟的交点,后室间沟和冠状沟的交点,右冠状动脉与冠状沟的交点,一个十字交叉点,系统解剖学,单选,十门联考,C,房室交点由后房间沟和后室间沟与冠状沟相交处。A：前后室间沟的交 点为心尖切迹。E：房室交点不是一个十字交叉点而是一区域
20023,某患者做甲状腺手术后导致声带麻痹，是损伤了,颈交感支,迷走神经副交感纤维,喉返神经,舌咽神经,颈神经,系统解剖学,单选,十门联考,C,喉返神经受损表现为失音，呼吸困难，窒息
20024,肾被膜从外向内依次是,肾筋膜、脂肪囊、纤维囊,肾筋膜、纤维囊、脂肪囊,脂肪囊、纤维囊、肾筋膜,脂肪囊、肾筋膜、纤维囊,纤维囊、脂肪囊、肾筋膜,系统解剖学,单选,十门联考,A,由内向外纤维囊，脂肪囊，肾筋囊
20025,肺根内主要结构自前向后是,肺V、肺A、主支气管,肺A、肺V、主支气管,主支气管、肺A、肺V,主支气管、肺V、肺A,肺V、主支气管、肺A,系统解剖学,单选,十门联考,A,肺根结构自前向后：上肺静脉，肺动脉，主支气管
20026,成人做外耳道检查时，应将耳廓拉向,后上方,前上方,后下方,前下方,后方,系统解剖学,单选,十门联考,A,成人将耳廓向后上拉，婴儿往后下方拉
20027,上鼻甲是下列哪块骨的一部分,上颌骨,筛骨,蝶骨,泪骨,颚骨,系统解剖学,单选,十门联考,B,筛骨迷路中内侧壁附中有 2 个卷曲小骨片称上鼻甲和中鼻甲
20028,竖脊肌,是背部强大的屈肌,位于背部浅层,收缩时使脊柱后伸和仰头,是全身最大的阔肌,位于背部深层，向上分出两群肌束,系统解剖学,单选,十门联考,C,竖脊肌位于背部深层，向上分为 3 群肌束，一侧收缩使脊椎同侧屈， 两侧收缩使脊椎后伸和仰头
20029,患者舌肌萎缩，伸舌时舌尖偏向右侧，其病变累及,左侧皮质核束,右侧皮质核束,左侧舌下神经核,右侧舌下神经核,右侧舌神经,系统解剖学,单选,十门联考,D,舌下神经受损患侧舌肌瘫痪，伸舌时偏向患侧
20030,胃与十二指肠在便面分界的标志是,角切迹,中央沟,幽门,幽门前静脉,胃左静脉,系统解剖学,单选,十门联考,D,幽门前静脉确定幽门标志于十二指肠便面分界
20031,不属于肱骨的结构是,肱骨大结节,外科颈,肱骨滑车,冠突,内上髁,系统解剖学,单选,十门联考,D,肱骨中存在 ABCE，D 为冠突窝
20032,界嵴是,心房与心室的分界线,左右心房的分界线,右心室流入道与流出道的分界线,主动脉前庭与左心室的分界线,腔静脉窦与固有心房的分界线,系统解剖学,单选,十门联考,E,界嵴是腔静脉窦与固有心房分界线
20033,右心室流入道与流出道的分界标志是,隔缘肉柱,室上嵴,三尖瓣隔尖,前乳头肌,三尖瓣前尖,系统解剖学,单选,十门联考,B,室上嵴：右心室流出道和流入道分界标志 隔缘肉柱：防止心室过度 扩张 cde 构成三尖瓣复合体
20034,心舒张时，防止血液逆向流动的装置是,主动脉瓣、二尖瓣、三尖瓣,二尖瓣、三尖瓣,主动脉瓣、肺动脉瓣,肺动脉瓣、三尖瓣,主动脉瓣、二尖瓣,系统解剖学,单选,十门联考,C,心舒张防止血液逆流的主动脉瓣和肺动脉瓣，心收缩防止逆流的是二 尖瓣和三尖瓣
